class_name,class_dates,class_times,year,semester
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 3,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 170S - Introduction to Probability and Statistics 2: Statistics Lec 4,MWF,3pm-3:50pm,2024,fall
Mathematics (MATH) 174E - Mathematics of Finance for Mathematics/Economics Students Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 177 - Theory of Interest and Applications Lec 1,MWF,1pm-1:50pm,2024,fall
Mathematics (MATH) 178A - Foundations of Actuarial Mathematics: Life Insurance and Annuities Lec 1,MWF,12pm-12:50pm,2024,fall
Mathematics (MATH) 179 - Advanced Topic in Financial Mathematics Lec 1,MWF,3pm-3:50pm,2024,fall
Mathematics (MATH) 180 - Graph Theory Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 182 - Algorithms Lec 1,MWF,3pm-3:50pm,2024,fall
Mathematics (MATH) 205A - Number Theory Lec 1,MWF,2pm-2:50pm,2024,fall
Mathematics (MATH) 206A - Combinatorial Theory Lec 1,MWF,3pm-3:50pm,2024,fall
Mathematics (MATH) M209A - Cryptography Lec 1,MW,4pm-5:50pm,2024,fall
Mathematics (MATH) 210A - Algebra Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 212A - Homological Algebra Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 215A - Commutative Algebra Lec 1,MWF,4pm-4:50pm,2024,fall
Mathematics (MATH) 220A - Mathematical Logic Lec 1,MWF,2pm-2:50pm,2024,fall
Mathematics (MATH) 223S - Topics in Set Theory Lec 1,MWF,9am-9:50am,2024,fall
Mathematics (MATH) 225A - Smooth Manifolds Lec 1,MWF,12pm-12:50pm,2024,fall
Mathematics (MATH) 226B - Differential Geometry Lec 1,MWF,11am-11:50am,2024,fall
Mathematics (MATH) 229A - Lie Groups and Lie Algebras Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 245A - Real Analysis Lec 1,MWF,11am-11:50am,2024,fall
Mathematics (MATH) 246A - Complex Analysis Lec 1,MWF,1pm-1:50pm,2024,fall
Mathematics (MATH) 247A - Classical Fourier Analysis Lec 1,MWF,12pm-12:50pm,2024,fall
Mathematics (MATH) 251A - Introductory Partial Differential Equations Lec 1,MWF,10am-10:50am,2024,fall
Mathematics (MATH) 259A - Operator Algebras in Hilbert Space Lec 1,MWF,3pm-3:50pm,2024,fall
Mathematics (MATH) 266A - Applied Ordinary Differential Equations Lec 1,MWF,9am-9:50am,2024,fall
Mathematics (MATH) 269A - Advanced Numerical Analysis Lec 1,MWF,4pm-4:50pm,2024,fall
Mathematics (MATH) 273A - Optimization and Calculus of Variations: Basic Optimization Theory Lec 1,MWF,12pm-12:50pm,2024,fall
Mathematics (MATH) 275A - Probability Theory Lec 1,MWF,1pm-1:50pm,2024,fall
Mathematics (MATH) 280 - Programming++ for Mathematics Graduate Students Lec 1,MWF,2pm-2:50pm,2024,fall
Medicine (MED) M260A - Methodology in Clinical Research I Lec 1,MW,10am-11:20am,2024,fall
Medicine (MED) M261 - Responsible Conduct of Research Involving Humans Lec 1,W,4pm-5:50pm,2024,fall
"Microbiology, Immunology, and Molecular Genetics (MIMG) 101 - Introductory Microbiology Lec 1",MWF,11am-11:50am,2024,fall
"Microbiology, Immunology, and Molecular Genetics (MIMG) 103AL - Research Immersion Laboratory in Virology Lec 1",TR,9am-11:50am,2024,fall
"Microbiology, Immunology, and Molecular Genetics (MIMG) 105 - Biological Microscopy Lec 1",MW,2pm-3:50pm,2024,fall
"Microbiology, Immunology, and Molecular Genetics (MIMG) M178 - Quantitative Regulatory Biology and Signal Transduction Lec 1",TR,2pm-3:15pm,2024,fall
Military Science (MIL SCI) 11 - Foundations of Officership Lec 1,T,8am-8:50am,2024,fall
Military Science (MIL SCI) 21 - Individual Leadership Development Lec 1,T,9am-10:50am,2024,fall
Military Science (MIL SCI) 131 - Tactical Planning and Analysis Lec 1,T,9am-11:50am,2024,fall
Military Science (MIL SCI) 141 - Leadership and Management Lec 1,T,8am-10:50am,2024,fall
Molecular and Medical Pharmacology (M PHARM) 237 - Research Frontiers in Cellular and Molecular Pharmacology Lec 1,MWF,9am-10am,2024,fall
Molecular and Medical Pharmacology (M PHARM) 291 - Special Topics in Pharmacology Lec 1,R,9am-10:50am,2024,fall
Molecular Biology (MOL BIO) 235 - Rigor and Reproducibility Lec 1,Select Molecular Biology (MOL BIO) 235 - Rigor and Reproducibility Lec 1,Select Molecular Biology (MOL BIO) 235 - Rigor and Reproducibility Lec 1,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 50 - Stem Cell Biology, Politics, and Ethics: Teasing Apart Issues Lec 1",TR,11am-12:15pm,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 104AL - Research Immersion Laboratory in Developmental Biology Lec 1",MW,11am-11:50am,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 138 - Developmental Biology Lec 1",TR,2pm-3:15pm,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 144 - Molecular Biology of Cellular Processes Lec 1",TR,12:30pm-1:45pm,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 146 - Metabolism and Disease Lec 1",TR,3:30pm-4:45pm,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) 165A - Biology of Cells Lec 1",TR,3:30pm-4:45pm,2024,fall
"Molecular, Cell, and Developmental Biology (MCD BIO) M175A - Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience Lec 1",TR,4pm-5:50pm,2024,fall
Music (MUSC) 3 - Preparatory Music Theory Lec 1,TR,9am-10:50am,2024,fall
Music (MUSC) 20A - Music Theory I Lec 1,TR,11am-12:50pm,2024,fall
Music (MUSC) 20A - Music Theory I Lec 3,TR,11am-12:50pm,2024,fall
Music (MUSC) 21A - Project Approach to Music Theory I Lec 1,TR,9am-10:50am,2024,fall
Music (MUSC) 21A - Project Approach to Music Theory I Lec 2,TR,11am-12:50pm,2024,fall
Music (MUSC) 50 - Alexander Technique Lec 1,TR,9am-10:50am,2024,fall
Music (MUSC) 110B - Musicality and Creativity in Childhood Lec 1,TR,9am-10:50am,2024,fall
Music (MUSC) 111A - Music Theory through Improvisation Lec 1,MW,9am-10:50am,2024,fall
Music (MUSC) 116 - Introduction to Conducting Lec 1,W,M,2024,fall
Music (MUSC) 120A - Music Theory IV Lec 1,MW,9am-10:50am,2024,fall
Music (MUSC) M131 - Development of Latin Jazz Lec 1,MW,3pm-4:50pm,2024,fall
Music (MUSC) M134 - Introduction to Armenian Music Lec 1,TR,1pm-2:50pm,2024,fall
C171 - Selected Topics in Keyboard Literature: Lecture 1,Select Music (MUSC) C171 - Selected Topics in Keyboard Literature Lec 1,R,2024,fall
Music (MUSC) C171 - Selected Topics in Keyboard Literature Lec 1,R,6pm-8:50pm,2024,fall
C171 - Selected Topics in Keyboard Literature: Lecture 2,Select Music (MUSC) C171 - Selected Topics in Keyboard Literature Lec 2,R,2024,fall
Music (MUSC) C171 - Selected Topics in Keyboard Literature Lec 2,R,6pm-8:50pm,2024,fall
Music (MUSC) 203 - Notation and Performance Lec 1,TR,11am-12:20pm,2024,fall
Music (MUSC) 204 - Music Bibliography for Performers Lec 1,T,9am-11:50am,2024,fall
Music (MUSC) 204 - Music Bibliography for Performers Lec 2,W,12pm-2:50pm,2024,fall
C271 - Selected Topics in Keyboard Literature: Lecture 1,Select Music (MUSC) C271 - Selected Topics in Keyboard Literature Lec 1,R,2024,fall
Music (MUSC) C271 - Selected Topics in Keyboard Literature Lec 1,R,6pm-8:50pm,2024,fall
C271 - Selected Topics in Keyboard Literature: Lecture 2,Select Music (MUSC) C271 - Selected Topics in Keyboard Literature Lec 2,C271 - Selected Topics in Keyboard Literature: Lecture 2,2024,fall
Music (MUSC) C271 - Selected Topics in Keyboard Literature Lec 2,C271 - Selected Topics in Keyboard Literature: Lecture 2,Select Music (MUSC) C271 - Selected Topics in Keyboard Literature Lec 2,2024,fall
Music Industry (MSC IND) 1 - Music Industry Forum Lec 1,M,5pm-5:50pm,2024,fall
Music Industry (MSC IND) 2 - Music Industry Fundamentals Lec 1,W,6:30pm-9:30pm,2024,fall
Music Industry (MSC IND) 10A - Finance and Accounting in Music Industry I Lec 1,MW,11am-12:15pm,2024,fall
Music Industry (MSC IND) 107A - Engineering and Production Fundamentals Lec 1,W,3pm-4:50pm,2024,fall
Music Industry (MSC IND) 115A - Art of Music Production I Lec 1,T,R,2024,fall
Musicology (MUSCLG) 7 - Film and Music Lec 1,F,9am-9:50am,2024,fall
Musicology (MUSCLG) 12W - Writing about Music Lec 1,MW,11am-12:50pm,2024,fall
"Musicology (MUSCLG) M112 - Disability and Musical-Dramatic Arts: Representation, Embodiment, Themes, and Practices Lec 1",MW,9am-10:50am,2024,fall
Musicology (MUSCLG) 125A - History of Western Music: Era of Church and Patron Lec 1,TR,11am-12:50pm,2024,fall
Musicology (MUSCLG) 128 - History of Popular Music Lec 1,TR,9am-10:50am,2024,fall
"Musicology (MUSCLG) M137 - Lesbian, Gay, Bisexual, Transgender, and Queer Perspectives in Pop Music Lec 1",MW,9am-10:50am,2024,fall
Naval Science (NAV SCI) 1A - Introduction to Naval Science Lec 1,MW,1pm-2:50pm,2024,fall
Naval Science (NAV SCI) 1B - Naval Ship Systems I Lec 1,MW,8am-9:50am,2024,fall
Naval Science (NAV SCI) 102C - Leadership and Ethics Lec 1,MW,10am-11:50am,2024,fall
Near Eastern Languages (NR EAST) 65 - Global Time Travel Lec 1,TR,12:30pm-1:45pm,2024,fall
Neurobiology (NEURBIO) M200F - Cellular Neurophysiology Lec 1,MWF,10am-10:50am,2024,fall
Neuroscience (NEUROSC) 10 - Brain Made Simple: Neuroscience for 21st Century Lec 1,TR,12:30pm-1:45pm,2024,fall
Neuroscience (NEUROSC) M101A - Neuroscience: From Molecules to Mind--Cellular and Systems Neuroscience Lec 1,TR,4pm-5:50pm,2024,fall
Neuroscience (NEUROSC) 102 - Introduction to Functional Anatomy of Central Nervous System Lec 1,TR,8am-9:15am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 1,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 2,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 3,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 4,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 5,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M116A - Behavioral Neuroscience Laboratory Lec 6,F,10am-10:50am,2024,fall
Neuroscience (NEUROSC) M119L - Human Neuropsychology Lec 1,TR,12:30pm-1:45pm,2024,fall
Neuroscience (NEUROSC) CM123 - Neurobiology of Sleep Lec 1,MW,4pm-5:50pm,2024,fall
Neuroscience (NEUROSC) 150 - Biotechnology in Neuroscience Lec 1,TR,11am-12:15pm,2024,fall
Neuroscience (Graduate) (NEURO) M202 - Cellular Neurophysiology Lec 1,MWF,10am-10:50am,2024,fall
Neuroscience (Graduate) (NEURO) CM223 - Neurobiology of Sleep Lec 1,MW,4pm-5:50pm,2024,fall
Neuroscience (Graduate) (NEURO) 265 - Essentials of Neuro-Oncology Lec 1,M,8:30am-9:45am,2024,fall
Nursing 10 - Introduction to Nursing and Social Justice I Lec 1,R,2pm-3:50pm,2024,fall
Nursing 50 - Fundamentals of Epidemiology Lec 1,TR,10am-11:50am,2024,fall
Nursing 152A - Health Promotion: Growth and Development in Culturally Diverse Populations Lec 1,T,8am-9:50am,2024,fall
Nursing 152B - Health Promotion: Nutrition in Culturally Diverse Populations Lec 1,M,8am-9:50am,2024,fall
Nursing 161 - Psychiatric Mental Health Nursing Lec 1,R,10am-12:50pm,2024,fall
Nursing 162C - Tertiary Prevention and Care of Complex Medical-Surgical Patients and Families Lec 1,F,8am-11:50am,2024,fall
Nursing 174 - Physical Assessment Lec 1,R,2pm-4:50pm,2024,fall
Nursing 200 - Health Promotion and Assessment across Lifespan Lec 1,T,1pm-4:50pm,2024,fall
Nursing 202 - Philosophy of Nursing Science Lec 1,R,8am-11:50am,2024,fall
Nursing 204 - Research Design and Critique Lec 1,T,8am-11:50am,2024,fall
Nursing 205B - Advanced Qualitative Research: Grounded Theory Methodology I Lec 1,M,2:30pm-6:20pm,2024,fall
Nursing 208 - Research in Nursing: Measurement of Outcomes Lec 1,M,10am-12pm,2024,fall
Nursing 210A - Critical Review of State of Science in Nursing Research Lec 1,R,1pm-3:50pm,2024,fall
Nursing 212 - Family Healthcare Perspectives Lec 1,W,3pm-4:50pm,2024,fall
Nursing 216C - Adult/Gerontology Concepts for Advanced Practice Registered Nurses in Acute Care III Lec 1,W,8am-11:50am,2024,fall
Nursing 220 - Theories of Instruction and Learning in Nursing Lec 1,T,5:30pm-7:50pm,2024,fall
Nursing 230A - Advanced Pathophysiology I Lec 1,M,2pm-4:50pm,2024,fall
Nursing 231 - Advanced Pathophysiology for Advanced Practice Registered Nurses Lec 1,W,1pm-4:50pm,2024,fall
Nursing 237A - Assessment and Management in Pediatric Acute Care I Lec 1,W,8am-10:50am,2024,fall
"Nursing 250 - Ethical Issues, Social Justice, and History of Nursing Lec 1",T,3:30pm-8:20pm,2024,fall
Philosophy (PHILOS) 7 - Introduction to Philosophy of Mind Lec 1,MW,11am-12:15pm,2024,fall
Philosophy (PHILOS) 8 - Introduction to Philosophy of Science Lec 1,MW,12:30pm-1:45pm,2024,fall
Philosophy (PHILOS) 9 - Principles of Critical Reasoning Lec 1,TR,F,2024,fall
Philosophy (PHILOS) 10 - Philosophy of Death and Grief Lec 1,TR,9:30am-10:45am,2024,fall
"Philosophy (PHILOS) 31 - Logic, First Course Lec 1",TR,12pm-1:50pm,2024,fall
Philosophy (PHILOS) 100A - History of Greek Philosophy Lec 1,MW,2pm-3:15pm,2024,fall
Philosophy (PHILOS) M101A - Plato--Earlier Dialogues Lec 1,TR,11am-12:15pm,2024,fall
Philosophy (PHILOS) 117 - Late 19th- and Early 20th-Century Philosophy: Wittgenstein's Tractatus Lec 1,TR,4pm-5:50pm,2024,fall
Philosophy (PHILOS) C119 - Topics in History of Philosophy: Two-Wills Moral Psychology of Anselm and Kant Lec 1,MW,4pm-5:50pm,2024,fall
Philosophy (PHILOS) C123 - Science and Values Lec 1,MW,9:30am-10:45am,2024,fall
Philosophy (PHILOS) M124 - Philosophy of Science: Historical Lec 1,MW,2pm-3:15pm,2024,fall
Philosophy (PHILOS) 138 - Philosophy of Visual Representation Lec 1,TR,12:30pm-1:45pm,2024,fall
Philosophy (PHILOS) 152A - Topics in Moral Philosophy: Emotions and Psychology of Good and Evil Lec 1,MW,12pm-1:50pm,2024,fall
Philosophy (PHILOS) M152B - Topics in Moral Philosophy: Evil Lec 1,12pm-1:50pm,Select Philosophy (PHILOS) M152B - Topics in Moral Philosophy: Evil Lec 1,2024,fall
Philosophy (PHILOS) 155A - Medical Ethics Lec 1,TR,2pm-3:15pm,2024,fall
Philosophy (PHILOS) 168 - Philosophy of Race Lec 1,TR,11am-12:15pm,2024,fall
Philosophy (PHILOS) 171 - Philosophy of Artificial Intelligence Lec 1,MW,11am-12:15pm,2024,fall
Philosophy (PHILOS) 185 - Major Philosophers of 20th Century: Wittgenstein's Philosophical Investigations Lec 1,TR,12:30pm-1:45pm,2024,fall
Philosophy (PHILOS) 186 - Topics in 19th- and 20th-Century Indian Philosophy: Self and Reality in 20th-Century Indian and Analytic Philosophy Lec 1,TR,2pm-3:15pm,2024,fall
Philosophy (PHILOS) C236 - Science and Values Lec 1,MW,9:30am-10:45am,2024,fall
Physics and Biology in Medicine (PBMED) 216 - Fundamentals of Dosimetry Lec 1,MW,10am-11:50am,2024,fall
Political Science (POL SCI) 6 - Introduction to Data Analysis Lec 1,TR,9:30am-10:45am,2024,fall
Political Science (POL SCI) 10 - Introduction to Political Theory Lec 1,TR,2pm-3:15pm,2024,fall
Political Science (POL SCI) 30 - Politics and Strategy Lec 1,TR,11am-12:15pm,2024,fall
Political Science (POL SCI) 40 - Introduction to American Politics Lec 1,TR,11am-12:15pm,2024,fall
Political Science (POL SCI) 50 - Introduction to Comparative Politics Lec 1,TR,9:30am-10:45am,2024,fall
Political Science (POL SCI) 112A - Democratic Theory Lec 1,W,2pm-4:50pm,2024,fall
"Political Science (POL SCI) 114A - American Political Thought I, 1620 to 1865 Lec 1",TR,3:30pm-4:45pm,2024,fall
Political Science (POL SCI) 116A - Marxism Lec 1,MW,8am-9:50am,2024,fall
Political Science (POL SCI) 116B - Continental Political Thought Lec 1,TR,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) 119 - Special Studies in Political Theory: Pre-Modern East Asian Political Thought Lec 1,MW,11am-12:15pm,2024,fall
Political Science (POL SCI) 120A - Foreign Relations of U.S. Lec 1,TR,9:30am-10:45am,2024,fall
"Political Science (POL SCI) 122C - Global Catastrophic Risk: Clash of Science, Politics, and Ethics Lec 1",M,3pm-5:50pm,2024,fall
Political Science (POL SCI) 124A - International Political Economy Lec 1,TR,2pm-3:15pm,2024,fall
Political Science (POL SCI) 125A - Arms Control and International Security Lec 1,TR,5pm-6:15pm,2024,fall
Political Science (POL SCI) 126 - Peace and War Lec 1,MW,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) 137A - International Relations Theory Lec 1,MW,2pm-3:15pm,2024,fall
Political Science (POL SCI) 139 - Special Studies in International Relations Lec 2,TR,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) 139 - Special Studies in International Relations: International Relations of East and Southeast Asia Lec 1,MW,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) 139 - Special Studies in International Relations: Peace and War Lec 3,MW,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) 140B - National Institutions: The Presidency Lec 1,TR,12:30pm-1:45pm,2024,fall
Political Science (POL SCI) M141A - Electoral Politics: Political Psychology Lec 1,MW,5pm-6:15pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 19 - Fiat Lux Freshman Seminars: Mental Illness and Movies Sem 1,W,10am-10:50am,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Lec 1,MW,11am-12:20pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1A,T,9am-9:50am,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1B,T,10am-10:50am,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1C,T,11am-11:50am,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1D,T,12pm-12:50pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1E,T,1pm-1:50pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1F,T,2pm-2:50pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1G,T,3pm-3:50pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 79 - Applied Positive Neuroscience: Skills for Improving Productivity and Well-Being Dis 1H,T,4pm-4:50pm,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 292 - Functional Neuroanatomy for Neuropsychologists Lec 1,R,10am-11am,2024,fall
Psychiatry and Biobehavioral Sciences (PSYCTRY) 405 - Trauma and Sexual Abuse Research Seminar Sem 1,W,1pm-3pm,2024,fall
Psychology (PSYCH) 10 - Introductory Psychology Lec 1,MW,4pm-5:50pm,2024,fall
Psychology (PSYCH) 10 - Introductory Psychology Lec 2,MW,8am-9:50am,2024,fall
Psychology (PSYCH) 20A - MATLAB Programming for Behavioral Sciences Lec 1,M,12pm-1:50pm,2024,fall
Psychology (PSYCH) 20B - Advanced Topics in MATLAB Programming for Behavioral Sciences Lec 1,W,12pm-1:50pm,2024,fall
Psychology (PSYCH) 85 - Introduction to Cognitive Science Lec 1,TR,2pm-3:15pm,2024,fall
Psychology (PSYCH) 85 - Introduction to Cognitive Science Lec 2,MW,12:30pm-1:45pm,2024,fall
