class_name,class_dates,class_times,year,semester
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 1,TR,9:30am-10:45am,2024,fall
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 2,TR,3:30pm-4:45pm,2024,fall
Social Welfare (SOC WLF) 231A - Family Systems Interventions Lec 3,TR,5pm-6:15pm,2024,fall
Social Welfare (SOC WLF) 231E - Advanced Social Welfare Practice: School Social Work Lec 1,TR,8am-9:15am,2024,fall
Social Welfare (SOC WLF) 231F - Advanced Social Welfare Practice: Cognitive-Behavioral Theories and Methods Lec 1,TR,2pm-3:15pm,2024,fall
Social Welfare (SOC WLF) 231F - Advanced Social Welfare Practice: Cognitive-Behavioral Theories and Methods Lec 2,TR,3:30pm-4:45pm,2024,fall
Social Welfare (SOC WLF) 241J - Advanced Social Welfare Practice: Community Practice Lec 1,TR,2pm-3:15pm,2024,fall
Social Welfare (SOC WLF) M249A - Introduction to Luskin PhD Research Lec 1,T,2pm-4:50pm,2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 1,TR,11am-12:15pm,2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 2,TR,11am-12:15pm,2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 3,TR,11am-12:15pm,2024,fall
Social Welfare (SOC WLF) 260A - Research Capstone I: Project Development Lec 4,TR,11am-12:15pm,2024,fall
"Social Welfare (SOC WLF) 290E - Lesbian, Gay, Bisexual, and Transgender Health, Law, and Public Policy Lec 1",TR,8am-9:15am,2024,fall
Social Welfare (SOC WLF) M290M - Health Policy Lec 1,TR,9:30am-10:45am,2024,fall
Society and Genetics (SOC GEN) 5 - Integrative Approaches to Human Biology and Society Lec 1,TR,12:30pm-1:45pm,2024,fall
Society and Genetics (SOC GEN) M71A - Biotechnology and Society Lec 1,MW,12:30pm-1:45pm,2024,fall
Society and Genetics (SOC GEN) M72A - Sex from Biology to Gendered Society Lec 1,TR,2pm-3:15pm,2024,fall
Society and Genetics (SOC GEN) 105B - Problems of Identity at Biology/Society Interface Lec 1,MW,11am-12:15pm,2024,fall
"Society and Genetics (SOC GEN) 108 - Human Biology, Genetics, and Society Lec 1",TR,12:30pm-1:45pm,2024,fall
"Society and Genetics (SOC GEN) M126 - Genes, Disease, and Culture Lec 1",TR,11am-12:15pm,2024,fall
"Society and Genetics (SOC GEN) 131 - Data, Artificial Intelligence, and Algorithms in the Biosciences Lec 1",TR,3:30pm-4:45pm,2024,fall
Society and Genetics (SOC GEN) M144 - Stress and Society: Biology and Inequality Lec 1,MW,3:30pm-4:45pm,2024,fall
Society and Genetics (SOC GEN) 180 - Special Courses in Society and Genetics: Science and Technology Studies through Feminist Framework Lec 1,TR,9:30am-10:45am,2024,fall
Society and Genetics (SOC GEN) 180 - Special Courses in Society and Genetics: Take Cure or Dye: Intersection of Medicinal and Color Valuesin Botanical Knowledge Lec 2,TR,2pm-3:15pm,2024,fall
Sociology (SOCIOL) 1 - Introductory Sociology Lec 1,T,1pm-1:50pm,2024,fall
Sociology (SOCIOL) 1 - Introductory Sociology Lec 2,MW,12pm-1:50pm,2024,fall
Sociology (SOCIOL) M5 - Social Organization of Black Communities Lec 1,MW,5pm-6:15pm,2024,fall
Sociology (SOCIOL) 20 - Introduction to Sociological Research Methods Lec 1,F,10am-12:50pm,2024,fall
Sociology (SOCIOL) 20 - Introduction to Sociological Research Methods Lec 2,TR,12:30pm-1:45pm,2024,fall
Sociology (SOCIOL) M72A - Sex from Biology to Gendered Society Lec 1,TR,2pm-3:15pm,2024,fall
Sociology (SOCIOL) 101 - Development of Sociological Theory Lec 1,MW,8am-9:15am,2024,fall
Sociology (SOCIOL) 101 - Development of Sociological Theory Lec 2,TR,5pm-6:15pm,2024,fall
Sociology (SOCIOL) 102 - Contemporary Sociological Theory Lec 1,TR,3:30pm-4:45pm,2024,fall
Sociology (SOCIOL) 110 - Comparative and Historical Methods Lec 1,MW,2pm-3:15pm,2024,fall
Sociology (SOCIOL) 111 - Social Networks Lec 1,MW,9:30am-10:45am,2024,fall
Sociology (SOCIOL) CM124A - Conversational Structures I Lec 1,MW,11am-12:15pm,2024,fall
Sociology (SOCIOL) 131 - Careers in Sociology Lec 1,MW,10am-11:50am,2024,fall
Sociology (SOCIOL) 132 - Social Psychology: Sociological Approaches Lec 1,F,11am-1:50pm,2024,fall
Sociology (SOCIOL) 133 - Collective Behavior Lec 1,MW,3:30pm-4:45pm,2024,fall
Sociology (SOCIOL) 134 - Culture and Personality Lec 1,TR,8am-9:15am,2024,fall
Sociology (SOCIOL) M144 - Stress and Society: Biology and Inequality Lec 1,MW,3:30pm-4:45pm,2024,fall
Sociology (SOCIOL) 147A - Sociology of Crime Lec 1,TR,11am-12:15pm,2024,fall
Sociology (SOCIOL) 158 - Urban Sociology Lec 1,TR,8am-9:15am,2024,fall
Sociology (SOCIOL) M161 - Comparative American Indian Societies Lec 1,M,1pm-3:50pm,2024,fall
Sociology (SOCIOL) M162 - Sociology of Gender Lec 1,TR,3:30pm-4:45pm,2024,fall
Sociology (SOCIOL) 172 - Entrepreneurship Lec 1,MW,2pm-3:15pm,2024,fall
Sociology (SOCIOL) 173 - Economy and Society Lec 1,MW,2pm-3:15pm,2024,fall
Sociology (SOCIOL) M176 - Sociology of Mass Communication Lec 1,MW,3:30pm-4:45pm,2024,fall
Sociology (SOCIOL) 180A - Special Topics in Sociology: Sexuality and Sexual Identities Lec 1,F,2pm-4:50pm,2024,fall
Sociology (SOCIOL) 180B - Special Topics in Sociology: Sociology of the Arts and Creative Professions Lec 1,TR,2pm-3:15pm,2024,fall
Sociology (SOCIOL) 181A - Sociology of Global China Lec 1,W,4pm-6:50pm,2024,fall
Sociology (SOCIOL) 202A - Theory and Research in Sociology Lec 1,R,12pm-2:50pm,2024,fall
Sociology (SOCIOL) 208A - Social Network Methods Lec 1,W,9am-11:50am,2024,fall
Sociology (SOCIOL) 210A - Intermediate Statistical Methods I Lec 1,M,9am-11:50am,2024,fall
Sociology (SOCIOL) 212A - Quantitative Data Analysis Lec 1,T,12pm-2:50pm,2024,fall
Sociology (SOCIOL) 235B - Race/Ethnicity in U.S. Lec 1,M,12pm-2:50pm,2024,fall
Sociology (SOCIOL) C244A - Conversational Structures I Lec 1,MW,T,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 1,MW,8am-9:15am,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 2,MW,9:30am-10:45am,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 3,MW,11am-12:15pm,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 4,TR,8am-9:15am,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 5,TR,9:30am-10:45am,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 6,TR,11am-12:15pm,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 7,MW,12:30pm-1:45pm,2024,fall
Spanish (SPAN) 1 - Elementary Spanish Lec 8,MW,8am-9:15am,2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 1,MW,9:30am-10:45am,2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 2,MW,11am-12:15pm,2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 3,TR,8am-9:15am,2024,fall
Spanish (SPAN) 2 - Elementary Spanish Lec 4,MW,12:30pm-1:45pm,2024,fall
Spanish (SPAN) 5 - Intermediate Spanish Lec 1,MW,12:30pm-1:45pm,2024,fall
Spanish (SPAN) 7A - Introductory Spanish for Heritage Speakers Lec 1,TR,9:30am-10:45am,2024,fall
Spanish (SPAN) 7A - Introductory Spanish for Heritage Speakers Lec 2,TR,11am-12:15pm,2024,fall
Spanish (SPAN) 7B - Intermediate Spanish for Heritage Speakers Lec 1,MW,11am-12:15pm,2024,fall
Spanish (SPAN) 11A - Catalan Language and Culture I Lec 1,MW,10am-11:50am,2024,fall
Spanish (SPAN) 12A - Basque Language and Culture I Lec 1,MW,2pm-3:50pm,2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 1,MW,12:30pm-1:45pm,2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 2,TR,8am-9:15am,2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 3,MW,9:30am-10:45am,2024,fall
Spanish (SPAN) 25 - Advanced Spanish Composition Lec 4,TR,11am-12:15pm,2024,fall
Spanish (SPAN) 27 - Advanced Spanish Composition for Heritage Speakers Lec 1,MW,9:30am-10:45am,2024,fall
Spanish (SPAN) 27 - Advanced Spanish Composition for Heritage Speakers Lec 2,TR,12:30pm-1:45pm,2024,fall
Spanish (SPAN) 44 - Latin American Cultures Lec 1,MW,6pm-7:50pm,2024,fall
Spanish (SPAN) 119 - Introduction to Literary Analysis Lec 1,MW,10am-11:50am,2024,fall
Spanish (SPAN) 119 - Introduction to Literary Analysis Lec 2,TR,4pm-5:50pm,2024,fall
"Spanish (SPAN) 130 - Topics in Medieval Studies: Stories, Narratives, Fables, and Sagas of Medieval Iberia Lec 1",MW,10am-11:50am,2024,fall
Spanish (SPAN) 135 - Topics in Early Modern Studies: Written on Ocean: Ships and Sailors in Colonial Spanish-American Literature Lec 1,MW,12pm-1:50pm,2024,fall
Spanish (SPAN) 150 - Topics in Contemporary Studies Lec 2,MW,4pm-5:50pm,2024,fall
Spanish (SPAN) 150 - Topics in Contemporary Studies: Mexican Climate Fiction Lec 1,TR,2pm-3:50pm,2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics Lec 2,TR,2pm-3:50pm,2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics Lec 3,MW,2pm-3:50pm,2024,fall
Spanish (SPAN) 160 - Topics in Spanish Linguistics: Mayan Languages and Cultures Lec 1,MW,10am-11:50am,2024,fall
Spanish (SPAN) 170 - Topics in Interdisciplinary and Transhistorical Studies Lec 1,TR,4pm-5:50pm,2024,fall
"Spanish (SPAN) 180 - Topics in Visual Culture: History, Memory, Truth, Fiction: Documentary Practices in Latin America Lec 1",TR,10am-11:50am,2024,fall
Spanish (SPAN) 180 - Topics in Visual Culture Lec 2,TR,10am-11:50am,2024,fall
Spanish (SPAN) 202B - Morphology Lec 1,M,3pm-5:50pm,2024,fall
Spanish (SPAN) 204B - Generative Syntax and Semantics Lec 1,T,3pm-5:50pm,2024,fall
Spanish (SPAN) 290 - Special Topics Lec 1,R,3pm-5:50pm,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 1,TR,11am-12:15pm,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 2,TR,2pm-3:15pm,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 3,MW,8am-9:15am,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 4,TR,8am-9:15am,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 5,TR,3:30pm-4:45pm,2024,fall
Statistics (STATS) 10 - Introduction to Statistical Reasoning Lec 6,TR,8am-9:15am,2024,fall
Statistics (STATS) 15 - Introduction to Data Science Lec 1,MW,9:30am-10:45am,2024,fall
Statistics (STATS) 20 - Introduction to Statistical Programming with R Lec 1,TR,8am-9:15am,2024,fall
Statistics (STATS) 20 - Introduction to Statistical Programming with R Lec 2,TR,12:30pm-1:45pm,2024,fall
Statistics (STATS) 21 - Python and Other Technologies for Data Science Lec 1,MWF,9am-9:50am,2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 1,MW,3:30pm-4:45pm,2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 2,MW,5pm-6:15pm,2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 3,TR,12:30pm-1:45pm,2024,fall
Statistics (STATS) 100A - Introduction to Probability Lec 4,TR,2pm-3:15pm,2024,fall
Statistics (STATS) 100B - Introduction to Mathematical Statistics Lec 1,MWF,1pm-1:50pm,2024,fall
Statistics (STATS) 100C - Linear Models Lec 1,TR,2pm-3:15pm,2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 1,TR,9:30am-10:45am,2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 2,TR,12:30pm-1:45pm,2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 3,MW,9:30am-10:45am,2024,fall
Statistics (STATS) 101C - Introduction to Statistical Models and Data Mining Lec 4,MW,11am-12:15pm,2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 1,MW,12:30pm-1:45pm,2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 2,MW,2pm-3:15pm,2024,fall
Statistics (STATS) 102C - Introduction to Monte Carlo Methods Lec 3,MWF,8am-8:50am,2024,fall
Statistics (STATS) 112 - Statistics: Window to Understanding Diversity Lec 1,TR,3:30pm-4:45pm,2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 1,TR,3:30pm-4:45pm,2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 2,TR,5pm-6:15pm,2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 3,MW,3:30pm-4:45pm,2024,fall
Statistics (STATS) 140XP - Practice of Statistical Consulting Lec 4,MW,5pm-6:15pm,2024,fall
Statistics (STATS) C161 - Introduction to Pattern Recognition and Machine Learning Lec 1,TR,9:30am-10:45am,2024,fall
Statistics (STATS) C180 - Introduction to Bayesian Statistics Lec 1,MW,2pm-3:15pm,2024,fall
Statistics (STATS) C183 - Statistical Models in Finance Lec 1,MWF,11am-11:50am,2024,fall
Statistics (STATS) 200A - Applied Probability Lec 1,MW,12:30pm-1:45pm,2024,fall
"Statistics (STATS) 201A - Research Design, Sampling, and Analysis Lec 1",TR,2pm-3:15pm,2024,fall
Statistics (STATS) 202A - Statistics Programming Lec 1,TR,9:30am-10:45am,2024,fall
"Statistics (STATS) 203 - Large Sample Theory, Including Resampling Lec 1",MW,3:30pm-4:45pm,2024,fall
Statistics (STATS) 212 - Graphical Models Lec 1,TR,3:30pm-4:45pm,2024,fall
Statistics (STATS) 218 - Statistical Analysis of Networks Lec 1,TR,2pm-3:15pm,2024,fall
Statistics (STATS) M231A - Pattern Recognition and Machine Learning Lec 1,MW,2pm-3:15pm,2024,fall
"Statistics (STATS) M243 - Logic, Causation, and Probability Lec 1",MW,10am-11:50am,2024,fall
Statistics (STATS) C261 - Introduction to Pattern Recognition and Machine Learning Lec 1,TR,9:30am-10:45am,2024,fall
Statistics (STATS) C283 - Statistical Models in Finance Lec 1,MWF,11am-11:50am,2024,fall
Statistics (STATS) 400 - Introduction to Probability Modeling Lec 80,T,6pm-8:50pm,2024,fall
Statistics (STATS) 402 - Applied Regression Lec 80,W,6pm-8:50pm,2024,fall
Statistics (STATS) 412 - Advanced Regression and Predictive Modeling Lec 80,W,6pm-8:50pm,2024,fall
Statistics (STATS) 413 - Machine Learning Lec 80,R,6pm-8:50pm,2024,fall
Statistics (STATS) 419 - Experimental Design Lec 80,T,6pm-8:50pm,2024,fall
Statistics (STATS) 421 - Advanced Statistical Communication Lec 80,M,6pm-8:50pm,2024,fall
Theater C104I - History of Design for Performance Production Part II: Historic Costume from Neoclassical to 21st Century Lec 1,TR,11am-12:50pm,2024,fall
Theater 118A - Teaching Artist Fundamentals Lec 1,TR,3pm-4:50pm,2024,fall
Theater 149 - Introduction to Design Lec 1,M,3:30pm-6:20pm,2024,fall
"Theater C151C - Production Design for Film, Television, and Video Lec 1",2pm-5:50pm,"Select Theater C151C - Production Design for Film, Television, and Video Lec 1",2024,fall
Theater C152B - Lighting Design for Theater Lec 1,M,9am-12:50pm,2024,fall
Theater C153A - Costume Design Lec 1,M,9am-12:50pm,2024,fall
Theater C154A - Sound Design Lec 1,R,9am-12:50pm,2024,fall
Theater 180 - Senior Project Lec 1,Select Theater 180 - Senior Project Lec 2,Select Theater 180 - Senior Project Lec 3,2024,fall
Theater 180 - Senior Project Lec 2,Select Theater 180 - Senior Project Lec 3,Select Theater 180 - Senior Project Lec 1,2024,fall
Theater 180 - Senior Project Lec 3,Select Theater 180 - Senior Project Lec 1,Select Theater 180 - Senior Project Lec 2,2024,fall
Theater 216C - Approaches to Identification Lec 1,W,9am-11:50am,2024,fall
Theater 230A - Writing for Contemporary Theater: One-Act Play Lec 1,M,3pm-5:50pm,2024,fall
Theater 232 - Manuscript Analysis Lec 1,Select Theater 232 - Manuscript Analysis Lec 1,Select Theater 232 - Manuscript Analysis Lec 1,2024,fall
Theater 260 - Directing I Lec 1,MW,9am-11:50am,2024,fall
Theater 266 - Theatrical Conceptualization Lec 1,F,10am-1:50pm,2024,fall
Theater C404G - History of Design for Performance Production Part I: Historic Costume from Prehistoric to Neoclassical Lec 1,Select Theater C404G - History of Design for Performance Production Part I: Historic Costume from Prehistoric to Neoclassical Lec 1,Select Theater C404G - History of Design for Performance Production Part I: Historic Costume from Prehistoric to Neoclassical Lec 1,2024,fall
Theater C404I - History of Design for Performance Production Part II: Historic Costume from Neoclassical to 21st Century Lec 1,TR,11am-12:50pm,2024,fall
Theater 430A - Advanced Studies in Playwriting Lec 1,M,3pm-5:50pm,2024,fall
Theater 435AF - Problems in Advanced Writing for Stage Lec 1,M,6pm-6:50pm,2024,fall
Theater 441B - Lighting Design Lec 1,T,9am-12:50pm,2024,fall
"Theater 445A - Production Design for Film, Television, and Entertainment Media Lec 1",2pm-5:50pm,"Select Theater 445A - Production Design for Film, Television, and Entertainment Media Lec 1",2024,fall
"Theater 448A - Costume Design for Film, Television, and Entertainment Media Lec 1",W,9am-12:50pm,2024,fall
Theater 449C - Design Thesis Project Lec 1,Select Theater 449C - Design Thesis Project Lec 1,Select Theater 449C - Design Thesis Project Lec 1,2024,fall
"Theater C451C - Production Design for Film, Television, and Video Lec 1",2pm-5:50pm,"Select Theater C451C - Production Design for Film, Television, and Video Lec 1",2024,fall
Theater C452B - Lighting Design for Theater Lec 1,M,9am-12:50pm,2024,fall
Theater C454A - Sound Design Lec 1,R,9am-12:50pm,2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 1,Select Theater 474 - Advanced Projects in Design and Production Lec 4,Select Theater 474 - Advanced Projects in Design and Production Lec 8,2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 4,Select Theater 474 - Advanced Projects in Design and Production Lec 8,Select Theater 474 - Advanced Projects in Design and Production Lec 1,2024,fall
Theater 474 - Advanced Projects in Design and Production Lec 8,Select Theater 474 - Advanced Projects in Design and Production Lec 1,Select Theater 474 - Advanced Projects in Design and Production Lec 4,2024,fall
Urban Planning (URBN PL) M120 - Introduction to Cities and Planning Lec 1,TR,9:30am-10:45am,2024,fall
Urban Planning (URBN PL) M161 - Urban Sustainability Lec 1,Select Urban Planning (URBN PL) M161 - Urban Sustainability Lec 1,Select Urban Planning (URBN PL) M161 - Urban Sustainability Lec 1,2024,fall
Urban Planning (URBN PL) M201 - Theories of Architecture Lec 1,R,2pm-4:50pm,2024,fall
Urban Planning (URBN PL) 202 - Land Use Lec 1,MTR,10:35am-11:50am,2024,fall
Urban Planning (URBN PL) M208A - Introduction to Luskin PhD Research Lec 1,T,2pm-4:50pm,2024,fall
Urban Planning (URBN PL) 219 - Special Topics in Built Environment Lec 1,T,5pm-7:50pm,2024,fall
Urban Planning (URBN PL) 220A - Quantitative Analysis in Urban Planning I Lec 1,MW,9:30am-10:45am,2024,fall
Urban Planning (URBN PL) 222A - Introduction to Planning History and Theory Lec 1,TR,9:30am-10:45am,2024,fall
Urban Planning (URBN PL) 228 - Visual Communication Skills Lec 1,W,6pm-8:50pm,2024,fall
Urban Planning (URBN PL) 228 - Visual Communication Skills Lec 2,W,6pm-8:50pm,2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 2,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 2,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 2,2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 3,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 3,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 3,2024,fall
Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 4,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 4,Select Urban Planning (URBN PL) 229 - Special Topics in Planning Methods Lec 4,2024,fall
Urban Planning (URBN PL) 249 - Special Topics in Transportation Policy and Planning Lec 1,M,6pm-8:50pm,2024,fall
Urban Planning (URBN PL) M250 - Transportation and Land Use: Urban Form Lec 1,TR,11am-12:15pm,2024,fall
Urban Planning (URBN PL) 260A - Environmental Assessment: Urban Design Lec 1,W,2pm-4:50pm,2024,fall
"Urban Planning (URBN PL) 261 - Land-Use Planning: Processes, Critiques, and Innovations Lec 1",T,5pm-7:50pm,2024,fall
Urban Planning (URBN PL) 262 - Urban Environmental Problems: Water Resources Lec 1,TR,2pm-3:15pm,2024,fall
Urban Planning (URBN PL) 269 - Special Topics in Environmental Analysis and Policy Lec 1,TR,11am-12:15pm,2024,fall
Urban Planning (URBN PL) 280 - Affordable Housing Development Lec 1,M,9am-11:50am,2024,fall
"Urban Planning (URBN PL) M470 - Improving Worker Health: Social Movements, Policy Debates, and Public Health Lec 1",M,3pm-5:50pm,2024,fall
Bioengineering (BIOENGR) 275 - Machine Learning and Data-Driven Modeling in Bioengineering Lec 1,TR,2pm-3:50pm,"Meyer, A.S.",2024,fall
Bioengineering (BIOENGR) CM278 - Introduction to Biomaterials Lec 1,TR,10am-11:50am,"Linsley, C.",2024,fall
Bioengineering (BIOENGR) 298 - Special Studies in Bioengineering Lec 2,MW,12pm-1:50pm,"Gao, L.",2024,fall
Chemistry and Biochemistry (CHEM) C223A - Advanced Thermodynamics and Statistical Mechanics with Laboratory I Lec 1,TR,9am-10:15am,The Staff,2024,fall
Chemistry and Biochemistry (CHEM) C232A - Core Principles in Cell and Molecular Biology Lec 1,10am-11:50am,TA,Select Chemistry and Biochemistry (CHEM) C232A - Core Principles in Cell and Molecular Biology Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 236 - Spectroscopic Methods of Organic Chemistry Lec 1,MWF,1pm-1:50pm,"Athavale, S.",2024,fall
Chemistry and Biochemistry (CHEM) 244A - Organic Synthesis: Methodology and Stereochemistry Lec 1,MWF,M,11am-11:50am,2024,fall
Chemistry and Biochemistry (CHEM) 258 - Advanced Topics in Biochemistry and Molecular Biology Lec 1,12pm-1:50pm,"Loo, J.A.",Select Chemistry and Biochemistry (CHEM) 258 - Advanced Topics in Biochemistry and Molecular Biology Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269A - Protein Structure Lec 1,9am-10:50am,"Clubb, R.T.",Select Chemistry and Biochemistry (CHEM) 269A - Protein Structure Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269B - Biocatalysis and Bioenergetics Lec 1,9am-10:50am,"Quinlan, M.E.",Select Chemistry and Biochemistry (CHEM) 269B - Biocatalysis and Bioenergetics Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269C - Nucleic Acid Structure and Catalysis Lec 1,9am-10:50am,"Koehler, C.M.",Select Chemistry and Biochemistry (CHEM) 269C - Nucleic Acid Structure and Catalysis Lec 1,2024,fall
Chemistry and Biochemistry (CHEM) 269D - Mechanism and Regulation of Gene Expression Lec 1,9am-10:50am,"Schmitt, D.L.",Select Chemistry and Biochemistry (CHEM) 269D - Mechanism and Regulation of Gene Expression Lec 1,2024,fall
"Chemistry and Biochemistry (CHEM) 269E - Biomolecular Structure, Catalysis, and Regulation Lec 1",9am-10:50am,"Shafaat, H.","Select Chemistry and Biochemistry (CHEM) 269E - Biomolecular Structure, Catalysis, and Regulation Lec 1",2024,fall
Communication (COMM) 187 - Ethical and Policy Issues in Institutions of Mass Communication Lec 1,MW,9:30am-10:45am,"Newton, J.",2024,fall
Communication (COMM) 188A - Variable Topics in Mass Communication and Media Institutions Lec 2,TR,2pm-3:15pm,No instructors,2024,fall
Communication (COMM) 188A - Variable Topics in Mass Communication and Media Institutions: Narrative of Nonscripted Television Lec 1,T,T,6pm-8:50pm,2024,fall
Communication (COMM) 188C - Variable Topics in Communication Technology and Digital Systems: Natural Language Processing for Social Science Lec 1,TR,11am-12:15pm,"Kreiss, E.",2024,fall
"Earth, Planetary, and Space Sciences (EPS SCI) 295A - Current Research in Earth, Planetary, and Space Sciences Lec 1",T,3:30pm-4:50pm,"Ni, P.",2024,fall
Economics (ECON) 164 - Advanced Topics in Macroeconomics: Theory of Economic Growth Lec 1,MW,9:30am-10:45am,"Hansen, G.D.",2024,fall
Economics (ECON) 165 - History of Capitalism in American Economy Lec 1,MW,2pm-3:15pm,"Surro, C.J.",2024,fall
Economics (ECON) 167 - Victims and Villains; Panics and Bubbles Lec 1,TR,2pm-3:15pm,"Atkeson, A.G.",2024,fall
Economics (ECON) 168 - Introduction to Principles of Value Investing Lec 1,TR,3:30pm-4:45pm,"Simon, W.E.",2024,fall
Economics (ECON) 170 - Industrial Organization: Theory and Tactics Lec 1,No instructors,Select Economics (ECON) 170 - Industrial Organization: Theory and Tactics Lec 1,No instructors,2024,fall
Economics (ECON) 185 - Career Development Lec 1,MW,5pm-7:15pm,"Ross, S.G.",2024,fall
Economics (ECON) 200 - Mathematical Methods in Economics Lec 1,MW,12:30pm-1:45pm,"Obara, I.",2024,fall
Economics (ECON) 201A - Microeconomics: Theory of Firm and Consumer Lec 1,MW,F,11am-12:15pm,2024,fall
Economics (ECON) 202A - Macroeconomics: Dynamics and Growth Theory Lec 1,MW,F,2pm-3:15pm,2024,fall
Economics (ECON) 203A - Introduction to Econometrics I Lec 1,TR,8am-9:15am,TA,2024,fall
Economics (ECON) 211C - Game Theory and Economic Applications Lec 1,MW,9am-10:15am,"Sadzik, T.M.",2024,fall
Economics (ECON) 214A - Topics in Mathematical Economics: General Equilibrium Theory Lec 1,"Meyer-Ter-Vehn, M.",Select Economics (ECON) 214A - Topics in Mathematical Economics: General Equilibrium Theory Lec 1,"Meyer-Ter-Vehn, M.",2024,fall
Economics (ECON) 219A - Workshop: Economic Theory and Mathematical Economics Lec 1,R,2pm-3:30pm,"Bloedel, A.W.",2024,fall
Economics (ECON) 221A - Monetary Economics I Lec 1,MW,2pm-3:15pm,"Teodoro Guerreiro,",2024,fall
Economics (ECON) 229A - Workshop: Monetary Economics Lec 1,M,11:40am-12:55pm,"Weill, P.",2024,fall
Economics (ECON) 231A - Advanced Econometrics I Lec 1,TR,10:20am-11:35am,"Liao, Z.",2024,fall
Economics (ECON) 239A - Workshop: Econometrics Lec 1,W,3:30pm-4:50pm,"Chetverikov, D.N.",2024,fall
Economics (ECON) 241 - Economic History of Western Europe Lec 1,M,3:30pm-6pm,"Giorcelli, M.",2024,fall
Economics (ECON) 261A - Labor Economics I Lec 1,W,1pm-3:20pm,"Mazzocco, M.",2024,fall
Economics (ECON) 262F - Topics in Labor Economics: Public Sector Microeconomics Lec 1,Santos Da Silveira,Select Economics (ECON) 262F - Topics in Labor Economics: Public Sector Microeconomics Lec 1,Santos Da Silveira,2024,fall
Economics (ECON) 262P - Topics in Labor Economics Lec 1,TR,9am-10:15am,"Lleras-Muney, A.",2024,fall
Economics (ECON) 269A - Workshop: Labor Economics Lec 1,T,3:30pm-4:50pm,Haanwinckel Junque,2024,fall
"Economics (ECON) 271A - Industrial Organization, Price Policies, and Regulation I Lec 1",T,5pm-7:30pm,"Rafey, W.M.",2024,fall
Economics (ECON) 279A - Workshop: Business Organization Lec 1,T,2pm-3:20pm,"Hackmann, M.B.",2024,fall
